Campaign Name,Merchant Number,Parent Name,city_id,Merchant Co-hort,Cuisine Type,promotion_type,min_basket_size,Promotion Duration (days),before_Completed Trips ,during_Completed Trips ,before_average_basket_size,during_average_basket_size,before_gross_bookings,during_gross_bookings,before_new_customer,during_new_customer,before_menu_session,during_menu_session,n_redemption,average_promotion_value_usd,Promo costs_usd,before_First Trips Eater,during_First Trips Eater,before_unique_eater,during_unique_eater
Enterprise Multiple Brand,1243,Mercle,94,Enterprise,Chinese,BOGO,0,14,52,124,9.8,10.5,507.8,1301.7,20,50,165,324,102,1.54,157.47,0,0,22,106
Enterprise Multiple Brand,1244,Mercle,1944,Enterprise,Chinese,BOGO,0,14,172,181,7.3,9.9,1258.4,1798.5,86,105,317,606,147,1.77,260.08,0,6,84,174
Enterprise Multiple Brand,1245,Mercle,94,Enterprise,Chinese,BOGO,0,14,187,211,8.8,8.7,1652.3,1844.4,81,68,341,400,125,1.57,196.07,0,0,91,196
Enterprise Multiple Brand,1246,Mercle,94,Enterprise,Chinese,BOGO,0,14,310,510,8.2,9.3,2539.6,4734.7,106,195,671,1954,357,1.65,588.82,0,0,136,456
Enterprise Multiple Brand,1247,Mercle,1944,Enterprise,Chinese,BOGO,0,14,271,463,7.9,7.9,2148.5,3666.6,123,210,633,1356,270,1.56,420.27,2,6,127,406
Enterprise Multiple Brand,1248,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,146,199,5.6,7.7,817.6,1528.2,66,83,329,662,158,1.71,270.30,2,9,72,174
Enterprise Multiple Brand,1249,Mercle,965,Enterprise,Chinese,BOGO,0,14,118,198,8.0,8.6,943.2,1711.2,44,95,224,542,80,1.85,147.78,0,0,60,182
Enterprise Multiple Brand,1250,Mercle,94,Enterprise,Chinese,BOGO,0,14,314,407,6.7,8.5,2104.1,3457.8,119,153,606,1164,308,1.61,496.57,0,0,148,364
Enterprise Multiple Brand,1251,Mercle,965,Enterprise,Chinese,BOGO,0,14,98,106,8.0,7.8,788.6,833.7,40,28,173,272,60,1.98,118.60,0,0,48,98
Enterprise Multiple Brand,1252,Mercle,1854,Enterprise,Chinese,BOGO,0,14,341,416,6.8,7.2,2315.5,3001.2,141,175,896,1866,285,1.63,463.69,8,15,163,361
Enterprise Multiple Brand,1253,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,301,558,7.7,9.4,2324.5,5261.6,114,213,548,1492,383,1.79,685.53,0,6,136,484
Enterprise Multiple Brand,1254,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,199,303,6.8,7.7,1350.3,2322.1,99,160,447,1006,282,1.51,427.15,0,9,91,277
Enterprise Multiple Brand,1255,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,245,400,7.1,7.9,1743.6,3175.3,176,230,636,1104,320,1.59,508.72,2,9,122,347
Enterprise Multiple Brand,1256,Mercle,1944,Enterprise,Chinese,BOGO,0,14,135,170,8.3,9.9,1119.8,1675.1,77,93,372,746,140,1.79,250.21,2,0,66,151
Enterprise Multiple Brand,1257,Mercle,1854,Enterprise,Chinese,BOGO,0,14,435,468,7.1,8.5,3103.1,3990.2,161,195,879,1888,338,1.69,572.20,4,0,199,414
Enterprise Multiple Brand,1258,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,526,854,9.8,10.5,5147.5,8940.9,165,243,938,2022,630,1.89,1191.26,0,9,245,714
Enterprise Multiple Brand,1259,Mercle,965,Enterprise,Chinese,BOGO,0,14,19,51,7.1,7.1,137.3,363.4,15,43,42,224,50,1.77,88.41,0,0,10,50
Enterprise Multiple Brand,1260,Mercle,1944,Enterprise,Chinese,BOGO,0,14,276,478,8.3,9.4,2295.3,4503.2,110,175,476,1040,477,1.69,804.27,2,0,133,423
Enterprise Multiple Brand,1261,Mercle,1854,Enterprise,Chinese,BOGO,0,14,55,65,7.2,8.6,399.9,560.1,33,40,101,296,68,1.68,114.02,0,3,28,64
Enterprise Multiple Brand,1262,Mercle,1944,Enterprise,Chinese,BOGO,0,14,288,380,8.6,9.2,2472.6,3503.0,134,155,653,1140,293,1.77,518.35,2,0,136,322
Enterprise Multiple Brand,1263,Mercle,965,Enterprise,Chinese,BOGO,0,14,183,214,6.3,7.7,1159.4,1654.8,77,98,311,816,165,1.70,280.38,0,0,92,207
Enterprise Multiple Brand,1264,Mercle,94,Enterprise,Chinese,BOGO,0,14,547,728,8.6,9.1,4713.7,6616.2,156,175,935,1646,552,1.64,906.66,0,0,257,647
Enterprise Multiple Brand,1265,Mercle,94,Enterprise,Chinese,BOGO,0,14,177,282,9.0,9.2,1587.1,2603.4,88,135,353,872,222,1.80,400.32,0,9,84,263
Enterprise Multiple Brand,1266,Mercle,1944,Enterprise,Chinese,BOGO,0,14,532,607,7.8,9.0,4138.0,5442.8,202,205,903,1548,447,1.78,793.87,0,0,247,554
Enterprise Multiple Brand,1267,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,153,302,7.2,8.6,1110.0,2596.6,143,243,318,1362,248,1.55,383.44,0,6,79,291
Enterprise Multiple Brand,1268,Mercle,1077,Enterprise,Chinese,BOGO,0,14,500,663,7.0,7.3,3484.1,4845.9,207,205,990,1606,410,1.60,654.14,12,6,241,608
Enterprise Multiple Brand,1269,Mercle,1854,Enterprise,Chinese,BOGO,0,14,157,311,7.7,8.3,1204.6,2596.1,84,135,347,1124,215,1.71,368.68,2,9,71,260
Enterprise Multiple Brand,1270,Mercle,94,Enterprise,Chinese,BOGO,0,14,20,42,9.8,11.7,198.1,486.9,7,25,78,140,45,2.04,91.62,0,0,10,39
Enterprise Multiple Brand,1271,Mercle,965,Enterprise,Chinese,BOGO,0,14,124,206,7.9,8.9,976.9,1819.8,64,108,281,760,162,1.67,270.78,0,0,62,190
Enterprise Multiple Brand,1272,Mercle,2090,Enterprise,Chinese,BOGO,0,14,186,319,6.9,8.3,1283.3,2629.5,75,110,413,726,263,1.75,459.23,0,3,89,280
Enterprise Multiple Brand,1273,Mercle,1077,Enterprise,Chinese,BOGO,0,14,173,258,6.6,7.6,1145.6,1972.3,106,125,510,1138,165,1.67,274.84,2,0,80,227
Enterprise Multiple Brand,1274,Mercle,2090,Enterprise,Chinese,BOGO,0,14,134,174,7.5,8.1,1012.0,1417.8,62,60,303,546,150,1.69,253.46,0,12,59,143
Enterprise Multiple Brand,1275,Mercle,2132,Enterprise,Chinese,BOGO,0,14,755,966,7.4,8.0,5623.4,7737.5,141,208,1571,2626,417,1.63,680.86,10,18,337,826
Enterprise Multiple Brand,1276,Mercle,965,Enterprise,Chinese,BOGO,0,14,153,258,6.1,8.0,934.9,2056.2,51,103,255,678,192,1.55,297.61,0,0,68,238
Enterprise Multiple Brand,1277,Mercle,1077,Enterprise,Chinese,BOGO,0,14,258,365,6.3,8.5,1635.2,3086.5,101,143,488,1112,270,1.58,425.73,4,6,118,322
Enterprise Multiple Brand,1278,Mercle,94,Enterprise,Chinese,BOGO,0,14,16,58,7.8,8.2,128.0,478.4,11,45,102,688,45,1.56,70.04,0,0,8,53
Enterprise Multiple Brand,1279,Mercle,1944,Enterprise,Chinese,BOGO,0,14,512,637,8.6,9.3,4383.4,5936.4,154,223,959,1664,485,1.82,880.99,2,3,235,574
Enterprise Multiple Brand,1280,Mercle,94,Enterprise,Chinese,BOGO,0,14,215,257,8.8,9.2,1900.0,2375.1,70,78,396,988,218,1.61,351.09,0,0,102,213
Enterprise Multiple Brand,1281,Mercle,965,Enterprise,Chinese,BOGO,0,14,222,333,7.5,8.1,1654.1,2708.2,86,150,509,1070,308,1.67,512.91,2,0,104,291
Enterprise Multiple Brand,1282,Mercle,965,Enterprise,Chinese,BOGO,0,14,76,132,6.6,8.6,500.1,1128.1,35,58,113,378,105,1.64,172.57,0,0,35,120
Enterprise Multiple Brand,1283,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,140,294,8.7,8.5,1212.2,2507.2,117,198,327,1566,230,1.79,411.79,2,0,70,255
Enterprise Multiple Brand,1284,Mercle,965,Enterprise,Chinese,BOGO,0,14,489,751,7.5,8.7,3691.7,6539.2,176,268,974,2440,593,1.66,981.76,2,9,226,683
Enterprise Multiple Brand,1285,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,354,519,7.6,8.3,2695.9,4327.2,165,188,654,1292,410,1.62,664.99,6,3,174,482
Enterprise Multiple Brand,1286,Mercle,965,Enterprise,Chinese,BOGO,0,14,52,97,7.8,8.1,409.8,789.7,26,58,140,292,65,1.61,104.45,0,0,25,90
Enterprise Multiple Brand,1287,Mercle,1854,Enterprise,Chinese,BOGO,0,14,135,122,7.2,8.8,973.1,1082.4,48,45,302,468,117,1.62,189.88,0,3,66,115
Enterprise Multiple Brand,1288,Mercle,965,Enterprise,Chinese,BOGO,0,14,142,172,8.4,8.2,1193.2,1416.9,77,70,357,586,98,1.77,173.37,0,0,73,160
Enterprise Multiple Brand,1289,Mercle,1944,Enterprise,Chinese,BOGO,0,14,409,454,7.9,9.0,3224.5,4097.4,134,155,672,1126,297,1.80,535.27,0,0,198,406
Enterprise Multiple Brand,1290,Mercle,1139,Enterprise,Chinese,BOGO,0,14,222,247,7.9,9.1,1749.3,2261.6,114,113,423,702,185,1.73,320.24,0,3,100,221
Enterprise Multiple Brand,1291,Mercle,1854,Enterprise,Chinese,BOGO,0,14,221,574,6.7,7.8,1477.8,4464.1,150,305,666,2160,458,1.67,766.29,8,9,101,451
Enterprise Multiple Brand,1292,Mercle,1077,Enterprise,Chinese,BOGO,0,14,44,66,9.9,7.8,435.9,515.0,26,25,224,278,60,1.62,97.00,0,0,24,62
Enterprise Multiple Brand,1293,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,49,39,7.0,9.5,343.2,372.8,29,20,177,274,38,1.58,60.07,0,0,25,39
Enterprise Multiple Brand,1294,Mercle,94,Enterprise,Chinese,BOGO,0,14,144,244,9.2,10.3,1321.3,2510.5,55,85,279,546,200,1.74,347.13,0,0,73,210
Enterprise Multiple Brand,1295,Mercle,1854,Enterprise,Chinese,BOGO,0,14,132,237,6.6,7.5,867.1,1787.2,51,93,297,884,215,1.56,336.18,2,6,58,188
Enterprise Multiple Brand,1296,Mercle,965,Enterprise,Chinese,BOGO,0,14,62,115,6.7,8.5,420.5,976.4,35,58,152,288,113,1.63,184.26,0,0,32,112
Enterprise Multiple Brand,1297,Mercle,1139,Enterprise,Chinese,BOGO,0,14,451,663,8.2,8.7,3699.4,5750.7,136,218,959,2444,510,1.64,835.25,2,0,192,549
Enterprise Multiple Brand,1298,Mercle,94,Enterprise,Chinese,BOGO,0,14,175,205,8.4,11.8,1475.2,2411.6,62,90,225,386,180,1.80,323.42,2,3,77,196
Enterprise Multiple Brand,1299,Mercle,965,Enterprise,Chinese,BOGO,0,14,319,458,6.8,7.7,2168.0,3523.5,152,198,705,1174,327,1.60,524.25,2,3,160,417
Enterprise Multiple Brand,1300,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,45,108,6.4,8.7,291.4,939.2,53,98,194,930,105,1.69,177.77,0,0,23,109
Enterprise Multiple Brand,1301,Mercle,94,Enterprise,Chinese,BOGO,0,14,192,347,8.9,9.0,1702.0,3135.0,79,138,339,876,222,1.56,346.07,2,0,88,291
Enterprise Multiple Brand,1302,Mercle,94,Enterprise,Chinese,BOGO,0,14,352,338,8.1,8.8,2858.4,2987.3,117,78,732,1062,218,1.69,367.39,0,0,156,297
Enterprise Multiple Brand,1303,Mercle,1944,Enterprise,Chinese,BOGO,0,14,85,129,7.5,8.8,632.0,1129.9,48,55,150,330,87,2.06,179.35,0,0,43,123
Enterprise Multiple Brand,1304,Mercle,94,Enterprise,Chinese,BOGO,0,14,126,335,8.6,9.3,1076.9,3133.6,70,205,278,1128,252,1.54,389.25,2,3,56,272
Enterprise Multiple Brand,1305,Mercle,1854,Enterprise,Chinese,BOGO,0,14,498,672,7.2,7.7,3563.4,5195.5,189,235,900,1796,420,1.54,646.68,2,15,228,599
Enterprise Multiple Brand,1306,Mercle,1944,Enterprise,Chinese,BOGO,0,14,101,156,9.0,9.3,916.1,1450.7,55,58,225,472,135,1.60,215.61,0,0,54,146
Enterprise Multiple Brand,1307,Mercle,965,Enterprise,Chinese,BOGO,0,14,182,250,7.2,7.3,1313.0,1824.3,70,93,335,686,143,1.70,243.40,0,0,86,213
Enterprise Multiple Brand,1308,Mercle,965,Enterprise,Chinese,BOGO,0,14,63,79,6.0,6.4,376.4,504.5,24,25,99,210,42,1.44,60.42,0,0,24,56
Enterprise Multiple Brand,1309,Mercle,1944,Enterprise,Chinese,BOGO,0,14,198,222,7.6,8.0,1497.4,1784.8,84,95,378,660,158,1.71,270.40,0,0,86,196
Enterprise Multiple Brand,1310,Mercle,1854,Enterprise,Chinese,BOGO,0,14,51,98,7.3,7.5,372.6,738.3,29,48,137,336,83,1.50,124.73,2,0,28,90
Enterprise Multiple Brand,1311,Mercle,94,Enterprise,Chinese,BOGO,0,14,429,593,9.4,11.3,4045.5,6669.9,216,250,732,1322,495,1.97,975.89,4,3,203,540
Enterprise Multiple Brand,1312,Mercle,1944,Enterprise,Chinese,BOGO,0,14,168,285,7.8,9.0,1304.8,2554.8,95,118,522,1054,237,1.69,400.30,4,3,85,241
Enterprise Multiple Brand,1313,Mercle,965,Enterprise,Chinese,BOGO,0,14,215,290,7.3,8.1,1568.0,2339.3,99,108,491,908,225,1.72,388.09,0,0,109,255
Enterprise Multiple Brand,1314,Mercle,965,Enterprise,Chinese,BOGO,0,14,127,228,8.8,8.8,1124.4,2014.1,53,113,324,992,195,1.71,334.34,0,0,59,210
Enterprise Multiple Brand,1315,Mercle,2092,Enterprise,Chinese,BOGO,0,14,418,567,8.1,8.1,3382.0,4598.5,134,200,744,1478,375,1.83,684.46,8,6,196,507
Enterprise Multiple Brand,1316,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,113,245,7.4,9.4,839.1,2309.0,66,148,284,932,240,1.59,382.64,0,3,54,230
Enterprise Multiple Brand,1317,Mercle,965,Enterprise,Chinese,BOGO,0,14,134,233,8.9,7.8,1196.4,1818.0,68,110,320,754,195,1.66,323.47,2,0,68,227
Enterprise Multiple Brand,1318,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,217,469,7.8,8.4,1678.3,3950.3,110,290,453,1532,350,1.73,606.02,0,3,102,440
Enterprise Multiple Brand,1319,Mercle,965,Enterprise,Chinese,BOGO,0,14,514,987,8.2,9.2,4215.9,9035.7,209,443,1119,2974,765,1.64,1256.09,2,6,248,924
Enterprise Multiple Brand,1320,Mercle,965,Enterprise,Chinese,BOGO,0,14,746,1145,7.2,7.6,5402.6,8667.7,306,495,1706,3656,810,1.68,1358.41,14,21,320,991
Enterprise Multiple Brand,1321,Mercle,965,Enterprise,Chinese,BOGO,0,14,111,242,7.1,9.0,784.6,2181.2,64,125,326,848,165,1.83,301.76,2,0,53,221
Enterprise Multiple Brand,1322,Mercle,94,Enterprise,Chinese,BOGO,0,14,1213,2234,8.5,9.3,10249.9,20769.9,488,903,2855,6940,1703,1.69,2884.70,2,6,547,1901
Enterprise Multiple Brand,1323,Mercle,965,Enterprise,Chinese,BOGO,0,14,306,704,8.1,8.8,2488.6,6176.5,128,388,651,2366,578,1.69,976.58,0,9,146,664
Enterprise Multiple Brand,1324,Mercle,94,Enterprise,Chinese,BOGO,0,14,176,315,8.9,9.3,1575.0,2921.9,66,135,323,868,237,1.69,399.96,2,0,82,280
Enterprise Multiple Brand,1325,Mercle,965,Enterprise,Chinese,BOGO,0,14,64,106,6.6,7.6,426.2,810.4,31,55,147,346,87,1.56,135.85,0,0,35,98
Enterprise Multiple Brand,1326,Mercle,1854,Enterprise,Chinese,BOGO,0,14,301,451,6.7,8.4,2009.5,3788.5,132,225,705,1686,357,1.71,610.22,6,6,137,417
Enterprise Multiple Brand,1327,Mercle,965,Enterprise,Chinese,BOGO,0,14,245,403,6.9,7.8,1689.7,3158.7,132,215,600,1394,278,1.73,480.64,4,3,122,356
Enterprise Multiple Brand,1328,Mercle,94,Enterprise,Chinese,BOGO,0,14,32,76,8.1,8.6,257.3,653.6,22,43,84,188,60,1.53,91.67,0,0,16,67
Enterprise Multiple Brand,1329,Mercle,1944,Enterprise,Chinese,BOGO,0,14,104,264,6.8,9.9,704.2,2615.2,77,173,231,1074,270,2.04,550.16,2,0,49,244
Enterprise Multiple Brand,1330,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,115,142,6.9,7.0,785.8,997.6,59,45,218,446,132,1.52,200.57,0,0,53,106
Enterprise Multiple Brand,1331,Mercle,94,Enterprise,Chinese,BOGO,0,14,54,75,10.4,9.0,561.8,680.1,44,55,150,600,65,1.69,109.88,0,0,29,67
Enterprise Multiple Brand,1332,Mercle,1077,Enterprise,Chinese,BOGO,0,14,147,104,7.5,7.7,1111.6,806.7,59,65,341,486,35,1.91,67.01,0,0,77,106
Enterprise Multiple Brand,1333,Mercle,1139,Enterprise,Chinese,BOGO,0,14,201,260,7.8,8.8,1556.5,2292.8,108,120,411,1054,165,1.80,296.43,0,3,85,230
Enterprise Multiple Brand,1334,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,52,171,6.6,9.4,342.3,1604.2,42,113,167,536,120,1.75,210.15,0,0,25,154
Enterprise Multiple Brand,1335,Mercle,1139,Enterprise,Chinese,BOGO,0,14,51,89,6.8,6.9,342.6,617.4,26,43,122,288,53,1.75,92.52,0,3,25,84
Enterprise Multiple Brand,1336,Mercle,1139,Enterprise,Chinese,BOGO,0,14,127,181,6.2,8.1,790.9,1464.9,53,78,254,520,162,1.74,281.64,6,9,48,148
Enterprise Multiple Brand,1337,Mercle,94,Enterprise,Chinese,BOGO,0,14,405,581,7.5,8.1,3036.5,4703.9,128,200,575,1088,387,1.62,626.39,0,3,162,445
Enterprise Multiple Brand,1338,Mercle,965,Enterprise,Chinese,BOGO,0,14,401,537,8.2,8.6,3287.9,4634.7,163,208,656,1270,357,1.63,583.60,0,3,198,515
Enterprise Multiple Brand,1339,Mercle,94,Enterprise,Chinese,BOGO,0,14,200,214,8.6,8.2,1725.3,1764.7,92,53,429,692,155,1.58,244.61,0,0,98,188
Enterprise Multiple Brand,1340,Mercle,1077,Enterprise,Chinese,BOGO,0,14,338,566,7.0,7.1,2369.3,4027.1,161,203,785,1728,395,1.62,637.99,2,6,166,490
Enterprise Multiple Brand,1341,Mercle,965,Enterprise,Chinese,BOGO,0,14,220,308,7.7,8.5,1699.4,2617.5,117,145,458,930,252,1.57,394.64,2,0,112,288
Enterprise Multiple Brand,1342,Mercle,965,Enterprise,Chinese,BOGO,0,14,280,412,6.8,8.0,1908.9,3305.2,152,185,609,1104,330,1.75,576.79,2,0,136,386
Enterprise Multiple Brand,1343,Mercle,965,Enterprise,Chinese,BOGO,0,14,486,695,8.3,9.4,4029.7,6549.7,178,203,971,1862,548,1.67,917.23,12,3,234,594
Enterprise Multiple Brand,1344,Mercle,94,Enterprise,Chinese,BOGO,0,14,54,70,8.4,9.2,454.1,644.1,15,38,138,260,75,1.80,134.73,0,3,26,67
Enterprise Multiple Brand,1345,Mercle,94,Enterprise,Chinese,BOGO,0,14,75,128,9.1,9.8,685.5,1252.0,40,58,107,266,105,1.95,204.83,0,3,34,106
Enterprise Multiple Brand,1346,Mercle,94,Enterprise,Chinese,BOGO,0,14,29,32,6.1,9.2,178.2,290.9,20,20,89,170,30,1.44,43.14,0,3,13,28
Enterprise Multiple Brand,1347,Mercle,1077,Enterprise,Chinese,BOGO,0,14,448,536,6.7,7.4,2987.5,3936.9,139,148,785,1452,375,1.61,603.57,0,0,194,448
Enterprise Multiple Brand,1348,Mercle,94,Enterprise,Chinese,BOGO,0,14,159,221,7.9,9.8,1252.2,2166.1,70,73,306,528,185,1.58,293.09,0,0,76,199
Enterprise Multiple Brand,1349,Mercle,1854,Enterprise,Chinese,BOGO,0,14,127,256,6.7,8.9,855.4,2280.7,70,160,320,998,185,1.64,303.92,2,3,58,241
Enterprise Multiple Brand,1350,Mercle,94,Enterprise,Chinese,BOGO,0,14,203,301,8.1,9.2,1647.8,2769.7,95,133,399,866,210,1.67,350.36,0,3,90,260
Enterprise Multiple Brand,1351,Mercle,1854,Enterprise,Chinese,BOGO,0,14,291,315,6.7,7.0,1935.4,2218.1,167,150,1008,1412,207,1.57,324.72,6,3,130,272
Enterprise Multiple Brand,1352,Mercle,965,Enterprise,Chinese,BOGO,0,14,534,928,7.4,8.2,3924.5,7570.1,191,328,1001,2522,653,1.68,1095.07,0,0,256,843
Enterprise Multiple Brand,1353,Mercle,94,Enterprise,Chinese,BOGO,0,14,374,805,7.7,9.0,2892.4,7254.6,88,240,681,2150,597,1.64,976.95,2,3,179,711
Enterprise Multiple Brand,1354,Mercle,1139,Enterprise,Chinese,BOGO,0,14,155,271,7.7,9.3,1194.6,2529.5,64,103,347,960,200,1.79,358.10,0,3,73,235
Enterprise Multiple Brand,1355,Mercle,94,Enterprise,Chinese,BOGO,0,14,126,150,7.5,7.3,951.8,1100.4,55,80,206,412,83,1.63,135.61,0,6,54,126
Enterprise Multiple Brand,1356,Mercle,965,Enterprise,Chinese,BOGO,0,14,687,1146,8.0,8.9,5478.1,10238.0,257,490,1424,3458,852,1.69,1440.87,0,21,314,1011
Enterprise Multiple Brand,1357,Mercle,965,Enterprise,Chinese,BOGO,0,14,270,411,8.2,9.4,2218.9,3838.7,136,218,489,1190,360,1.72,619.90,4,3,132,389
Enterprise Multiple Brand,1358,Mercle,1944,Enterprise,Taiwanese,BOGO,0,14,539,755,8.4,8.5,4528.7,6437.8,207,278,999,2072,552,1.69,933.87,2,15,252,686
Enterprise Multiple Brand,1359,Mercle,1077,Enterprise,Chinese,BOGO,0,14,710,1096,7.2,7.4,5127.1,8131.8,345,475,1553,3600,740,1.60,1182.33,0,6,338,986
Enterprise Multiple Brand,1360,Mercle,1077,Enterprise,Chinese,BOGO,0,14,439,526,6.7,7.2,2924.7,3772.4,136,165,950,1778,375,1.57,587.48,0,0,196,440
Enterprise Multiple Brand,1361,Mercle,94,Enterprise,Chinese,BOGO,0,14,539,715,7.7,8.0,4160.6,5739.4,191,243,1095,1900,360,1.54,555.21,2,3,244,599
Enterprise Multiple Brand,1362,Mercle,94,Enterprise,Chinese,BOGO,0,14,217,255,7.5,7.9,1632.6,2025.6,70,83,357,568,170,1.60,271.44,0,0,85,204
Enterprise Multiple Brand,1363,Mercle,94,Enterprise,Chinese,BOGO,0,14,421,494,9.2,9.5,3880.4,4670.5,152,173,699,1292,398,1.57,625.89,0,3,194,431
Enterprise Multiple Brand,1364,Mercle,1139,Enterprise,Chinese,BOGO,0,14,141,248,9.8,9.3,1372.3,2296.4,59,103,419,1000,203,1.70,345.90,0,3,68,199
Enterprise Multiple Brand,1365,Mercle,965,Enterprise,Chinese,BOGO,0,14,126,213,6.5,6.6,820.0,1410.4,68,95,315,854,162,1.57,254.70,2,0,64,188
Enterprise Multiple Brand,1366,Mercle,1139,Enterprise,Taiwanese,BOGO,0,14,529,685,7.7,8.5,4091.9,5845.4,209,233,1139,2142,450,1.72,776.19,6,3,244,594
Enterprise Multiple Brand,1367,Mercle,94,Enterprise,Chinese,BOGO,0,14,124,172,7.8,9.1,963.8,1563.6,59,68,272,508,155,1.75,271.63,2,0,59,162
Enterprise Multiple Brand,1368,Mercle,965,Enterprise,Chinese,BOGO,0,14,223,259,6.7,7.4,1503.1,1931.0,92,90,462,1036,102,2.23,227.92,4,0,103,238
Enterprise Multiple Brand,1369,Mercle,965,Enterprise,Chinese,BOGO,0,14,309,536,8.2,10.0,2544.3,5360.2,180,303,609,1736,440,1.65,724.28,4,3,157,507
Enterprise Multiple Brand,1370,Mercle,1854,Enterprise,Taiwanese,BOGO,0,14,75,124,6.1,8.8,454.8,1093.4,51,68,296,690,110,1.49,163.55,0,0,37,112
Enterprise Multiple Brand,1371,Mercle,94,Enterprise,Chinese,BOGO,0,14,259,403,8.7,8.8,2261.8,3543.2,77,143,434,948,327,1.54,502.57,2,3,113,353
Enterprise Multiple Brand,1372,Mercle,1139,Enterprise,Chinese,BOGO,0,14,336,450,7.1,8.8,2376.3,3947.7,172,215,713,1338,342,1.67,572.54,10,6,152,398
Enterprise Multiple Brand,1373,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,571,816,7.5,9.0,4264.5,7340.4,185,335,1497,3148,645,1.68,1083.32,6,6,246,708
Enterprise Multiple Brand,1374,Mercle,965,Enterprise,Chinese,BOGO,0,14,37,58,9.8,8.5,359.9,495.5,26,35,107,302,42,1.57,65.87,2,0,20,59
Enterprise Multiple Brand,1375,Mercle,1944,Enterprise,Chinese,BOGO,0,14,253,415,7.5,8.7,1896.5,3601.0,101,198,453,992,275,1.85,509.11,0,0,122,372
Enterprise Multiple Brand,1376,Mercle,94,Enterprise,Chinese,BOGO,0,14,34,76,8.0,8.5,272.8,653.7,20,20,86,258,57,1.73,98.37,0,0,17,73
Enterprise Multiple Brand,1377,Mercle,94,Enterprise,Chinese,BOGO,0,14,152,169,8.4,9.0,1269.1,1532.0,75,50,269,400,135,1.52,204.75,0,3,72,132
Enterprise Multiple Brand,1378,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,363,464,7.0,7.5,2536.3,3461.1,145,163,893,1350,342,1.58,540.03,12,18,161,398
Enterprise Multiple Brand,1379,Mercle,1944,Enterprise,Chinese,BOGO,0,14,140,184,8.8,10.2,1223.0,1877.0,84,95,390,634,162,1.94,313.99,6,12,70,176
Enterprise Multiple Brand,1380,Mercle,965,Enterprise,Chinese,BOGO,0,14,175,325,8.7,7.8,1534.6,2541.5,101,175,315,770,215,1.59,341.53,2,3,91,314
Enterprise Multiple Brand,1381,Mercle,1077,Enterprise,Taiwanese,BOGO,0,14,166,344,6.3,8.0,1047.4,2745.5,130,235,402,1712,312,1.66,518.71,0,0,82,339
Enterprise Multiple Brand,1382,Mercle,94,Enterprise,Chinese,BOGO,0,14,845,1099,8.2,9.5,6953.5,10393.3,319,398,1379,2456,942,1.66,1559.21,2,9,389,988
Enterprise Multiple Brand,1383,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,235,396,8.2,8.2,1920.0,3249.4,163,228,477,1750,308,1.63,502.10,2,0,119,370
Enterprise Multiple Brand,1384,Mercle,94,Enterprise,Chinese,BOGO,0,14,792,1066,8.7,9.1,6877.0,9706.2,191,280,1332,2192,555,1.64,910.67,6,0,355,882
Enterprise Multiple Brand,1385,Mercle,94,Enterprise,Chinese,BOGO,0,14,132,195,11.0,11.6,1456.2,2266.2,81,90,231,664,165,1.76,291.04,0,0,67,179
Enterprise Multiple Brand,1386,Mercle,1944,Enterprise,Chinese,BOGO,0,14,803,965,8.1,8.8,6471.0,8522.6,277,320,1380,2778,710,1.63,1160.83,6,3,366,834
Enterprise Multiple Brand,1387,Mercle,1944,Enterprise,Taiwanese,BOGO,0,14,324,542,9.0,9.0,2911.7,4866.7,125,183,672,1396,428,1.78,760.92,4,3,143,459
Enterprise Multiple Brand,1388,Mercle,965,Enterprise,Chinese,BOGO,0,14,298,522,6.2,8.0,1838.0,4166.5,132,268,741,2202,450,1.80,808.71,4,12,130,468
Enterprise Multiple Brand,1389,Mercle,1139,Enterprise,Chinese,BOGO,0,14,188,343,5.9,7.1,1114.1,2430.7,75,133,366,990,300,1.58,474.30,4,6,77,294
Enterprise Multiple Brand,1390,Mercle,94,Enterprise,Chinese,BOGO,0,14,103,193,7.4,8.0,756.1,1545.3,88,123,264,932,155,1.51,233.70,0,3,50,168
Enterprise Multiple Brand,1391,Mercle,1077,Enterprise,Chinese,BOGO,0,14,465,715,7.0,7.4,3272.2,5261.4,158,300,971,2438,530,1.52,804.88,0,0,209,638
