City,date,day_of_week,hour_beginning,trip_requests,completed_trips,first_trip_eaters,unique_eaters,session_numbers,gross_bookings,promo_costs,resto_payouts,delivery_partner_payouts,online_restaurant_numbers,active_restaurant_numbers,unfulfilled_trips,average_delivery_time,average_delivery_distance,online_minutes,on_trip_minutes,unique_drivers
1077,18-Nov,3,12,557,555,5,536,3043,"$4,622",$115,"$2,877","$1,062",789,788,0,21.16,1.56,67653.61,35526.63,1291
1077,18-Nov,3,13,351,351,3,341,2748,"$2,739",$125,"$1,695",$625,783,781,0,19.73,1.55,57226.13,23616.62,1217
1077,18-Nov,3,14,231,231,1,223,1474,"$1,947",$52,"$1,240",$366,667,665,0,19.71,1.56,42204.71,15518.79,981
1077,18-Nov,3,15,214,214,3,205,1192,"$1,659",$63,"$1,054",$330,567,564,0,25.71,1.43,36736.71,12017.61,825
1077,18-Nov,3,16,261,261,7,255,1324,"$2,448",$100,"$1,583",$435,579,576,0,21.77,1.62,39683.12,13851.13,922
1077,18-Nov,3,17,546,544,4,527,1811,"$5,301",$114,"$3,343",$960,704,701,0,22.83,1.56,56728.71,31690.13,1246
1077,18-Nov,3,18,665,665,10,641,1907,"$6,315",$133,"$3,990","$1,162",897,894,0,25.18,1.57,69124.26,40578.83,1372
1077,18-Nov,3,19,502,500,8,485,1432,"$4,538",$125,"$2,844",$826,870,867,0,22.46,1.57,63616.74,30152.06,1315
1077,18-Nov,3,20,330,328,8,325,1196,"$2,762",$88,"$1,755",$516,744,741,0,20.17,1.50,46865.19,19655.35,1077
1077,18-Nov,3,21,256,255,2,247,1018,"$2,177",$78,"$1,351",$399,539,536,0,21.19,1.47,37130.53,14042.01,865
1077,18-Nov,3,22,235,233,4,227,1023,"$1,964",$63,"$1,238",$364,353,351,0,30.05,1.43,31003.34,12126.70,689
1077,18-Nov,3,23,197,197,0,193,880,"$1,599",$61,$965,$322,234,233,0,25.72,1.56,23840.73,9251.81,552
1077,19-Nov,4,0,126,126,4,123,743,"$1,089",$64,$645,$208,145,145,0,29.59,1.51,15825.34,6068.98,367
1077,19-Nov,4,1,69,67,2,67,530,$446,$34,$274,$117,97,97,0,53.76,1.38,9231.88,3552.07,230
1077,19-Nov,4,2,35,34,3,32,378,$212,$12,$125,$65,57,57,0,32.32,1.37,5090.71,2905.06,131
1077,19-Nov,4,3,26,25,0,23,276,$206,$13,$124,$55,32,32,0,34.23,1.85,3103.39,1782.09,91
1077,19-Nov,4,4,12,12,0,12,190,$78,$2,$44,$24,11,11,0,25.92,1.45,2498.56,1029.28,72
1077,19-Nov,4,5,18,17,0,17,200,$173,$10,$104,$38,8,8,0,29.17,1.72,3004.41,875.41,95
1077,19-Nov,4,6,39,39,0,38,241,$250,$14,$142,$78,13,13,0,18.41,1.20,7038.16,2346.59,196
1077,19-Nov,4,7,76,76,0,76,326,$484,$26,$299,$156,80,80,0,22.95,1.30,12097.14,4385.71,330
1077,19-Nov,4,8,121,120,0,117,496,$779,$26,$486,$254,137,137,0,18.78,1.40,20266.86,7143.13,470
1077,19-Nov,4,9,144,144,0,141,660,"$1,073",$42,$679,$298,186,185,0,19.24,1.32,26717.96,8426.76,596
1077,19-Nov,4,10,235,234,2,228,1105,"$1,915",$79,"$1,191",$517,267,266,0,20.66,1.51,37221.93,9738.34,942
1077,19-Nov,4,11,641,640,8,612,7947,"$5,807",$139,"$3,686","$1,579",491,490,0,22.26,1.58,63906.05,35080.73,1301
1077,19-Nov,4,12,510,509,5,489,2326,"$4,185",$111,"$2,588","$1,259",803,802,0,20.19,1.51,73226.59,35896.60,1410
1077,19-Nov,4,13,300,300,4,289,1522,"$2,421",$92,"$1,531",$686,810,808,0,20.01,1.48,61181.79,20641.50,1326
1077,19-Nov,4,14,259,258,10,245,1173,"$1,955",$72,"$1,219",$498,677,675,0,19.71,1.41,40930.03,15437.36,1010
1077,19-Nov,4,15,200,200,2,193,1092,"$1,535",$61,$968,$398,575,573,0,21.58,1.57,33954.94,12593.00,823
1077,19-Nov,4,16,302,302,4,289,1339,"$2,877",$102,"$1,851",$616,580,578,0,22.35,1.61,39324.80,15078.79,979
1077,19-Nov,4,17,599,597,11,585,1866,"$6,073",$141,"$3,905","$1,393",714,711,0,25.43,1.58,64643.41,32783.00,1417
1077,19-Nov,4,18,660,658,9,633,1729,"$6,392",$126,"$4,068","$1,522",914,911,0,25.24,1.61,79060.72,41464.99,1568
1077,19-Nov,4,19,403,402,6,395,1342,"$3,785",$105,"$2,434",$884,885,883,0,22.81,1.66,71686.06,29284.98,1525
1077,19-Nov,4,20,343,343,5,331,1121,"$2,943",$85,"$1,845",$661,754,752,0,25.10,1.59,51278.65,19655.89,1215
1077,19-Nov,4,21,273,273,6,264,993,"$2,212",$73,"$1,366",$510,552,550,0,21.02,1.53,37357.32,15200.84,927
1077,19-Nov,4,22,241,238,1,231,990,"$1,948",$71,"$1,198",$457,363,362,0,21.39,1.46,28407.58,12103.88,682
1077,19-Nov,4,23,216,216,1,209,787,"$1,839",$59,"$1,102",$457,245,244,0,21.01,1.57,22570.05,9435.06,533
1077,20-Nov,5,0,116,116,2,116,578,$995,$57,$585,$253,154,154,0,36.48,1.63,15368.17,5712.32,372
1077,20-Nov,5,1,80,80,1,77,423,$650,$25,$379,$175,101,101,0,22.06,1.63,8784.95,3971.51,220
1077,20-Nov,5,2,24,24,1,23,287,$198,$17,$107,$50,56,56,0,22.33,2.01,4685.77,1694.27,121
1077,20-Nov,5,3,24,24,1,23,211,$249,$17,$147,$50,28,28,0,36.54,1.84,3050.17,1127.13,77
1077,20-Nov,5,4,8,7,0,7,140,$55,$8,$33,$15,10,10,0,27.00,1.84,2160.35,518.38,63
1077,20-Nov,5,5,13,13,0,12,161,$90,$8,$52,$27,8,8,0,20.15,1.42,2539.57,477.87,79
1077,20-Nov,5,6,47,47,0,47,211,$362,$12,$217,$85,14,14,0,19.96,1.58,7181.76,2304.87,197
1077,20-Nov,5,7,72,72,0,70,296,$528,$21,$331,$123,75,75,0,20.58,1.42,12762.19,4620.27,308
1077,20-Nov,5,8,129,129,2,127,455,$866,$32,$534,$217,138,138,0,20.34,1.27,19641.56,7091.41,441
1077,20-Nov,5,9,175,174,0,170,627,"$1,154",$53,$727,$297,179,179,0,18.76,1.32,25840.96,9292.41,581
1077,20-Nov,5,10,208,208,2,206,979,"$1,692",$75,"$1,056",$335,269,269,0,20.83,1.43,34635.57,10116.58,852
1077,20-Nov,5,11,647,643,6,613,1656,"$5,866",$156,"$3,690","$1,155",501,501,0,22.52,1.58,59175.51,34192.20,1192
1077,20-Nov,5,12,556,555,7,539,1471,"$4,786",$115,"$2,972","$1,034",815,815,0,21.17,1.50,67918.54,36285.82,1288
1077,20-Nov,5,13,381,381,6,373,1468,"$3,023",$102,"$1,885",$649,807,806,0,19.62,1.49,56666.25,22721.83,1224
1077,20-Nov,5,14,219,219,3,213,857,"$1,607",$63,"$1,007",$336,683,682,0,18.74,1.44,41018.72,15849.80,968
1077,20-Nov,5,15,222,220,3,215,807,"$1,796",$78,"$1,135",$354,575,574,0,21.30,1.67,35991.80,12934.80,821
1077,20-Nov,5,16,286,285,1,267,983,"$2,639",$89,"$1,714",$467,583,582,0,22.00,1.56,41567.29,14515.78,981
1077,20-Nov,5,17,566,564,9,533,1522,"$5,578",$138,"$3,522",$991,725,723,0,25.55,1.54,61346.46,30150.96,1312
1077,20-Nov,5,18,632,632,5,609,1519,"$6,587",$144,"$4,180","$1,098",934,932,0,24.42,1.58,73511.64,41136.34,1470
1077,20-Nov,5,19,490,490,7,475,1261,"$4,545",$113,"$2,851",$799,910,908,0,22.53,1.52,69277.47,31494.23,1459
1077,20-Nov,5,20,337,336,5,326,1020,"$2,815",$76,"$1,761",$525,775,773,0,21.40,1.48,53516.34,21202.00,1208
1077,20-Nov,5,21,270,269,4,262,967,"$2,274",$81,"$1,418",$413,565,563,0,23.64,1.43,42018.18,16232.80,966
1077,20-Nov,5,22,281,281,4,274,892,"$2,391",$80,"$1,477",$431,387,386,0,21.60,1.46,34302.97,13774.53,779
1077,20-Nov,5,23,228,227,4,219,856,"$2,012",$80,"$1,223",$373,250,249,0,25.82,1.64,27068.09,12443.05,611
1077,21-Nov,6,0,162,161,1,153,602,"$1,325",$57,$788,$269,155,155,0,30.99,1.55,18746.40,8099.64,441
1077,21-Nov,6,1,64,63,1,63,464,$531,$36,$317,$114,104,104,0,30.66,1.57,11992.96,5079.42,292
1077,21-Nov,6,2,37,36,1,36,314,$297,$18,$178,$81,60,60,0,39.08,2.03,5855.90,2203.58,163
1077,21-Nov,6,3,25,24,2,24,283,$232,$13,$134,$54,33,33,0,32.44,2.02,3251.51,1144.07,87
1077,21-Nov,6,4,11,11,0,11,164,$72,$5,$41,$23,15,15,0,32.09,1.78,2613.07,835.78,63
1077,21-Nov,6,5,8,8,0,8,144,$67,$4,$39,$18,8,8,0,22.50,1.85,2775.02,694.10,83
1077,21-Nov,6,6,41,41,0,39,209,$281,$15,$169,$75,15,15,0,19.61,1.45,7231.59,1760.05,203
1077,21-Nov,6,7,118,118,2,116,348,$863,$43,$540,$201,75,75,0,20.98,1.35,14191.55,4755.41,343
1077,21-Nov,6,8,168,168,1,167,513,"$1,292",$53,$803,$290,140,140,0,21.92,1.41,21889.70,9753.14,480
1077,21-Nov,6,9,203,203,1,201,674,"$1,602",$52,"$1,038",$340,177,177,0,20.75,1.23,29404.51,13042.32,652
1077,21-Nov,6,10,271,271,10,265,1009,"$2,189",$94,"$1,382",$478,253,253,0,22.61,1.45,39472.20,14679.11,918
1077,21-Nov,6,11,717,717,16,694,2333,"$7,145",$160,"$4,562","$1,481",456,456,0,22.97,1.57,62362.41,35219.78,1321
1077,21-Nov,6,12,722,722,10,687,2546,"$6,836",$149,"$4,350","$1,469",759,759,0,22.37,1.56,74311.92,46433.31,1394
1077,21-Nov,6,13,494,494,10,481,2427,"$4,210",$125,"$2,678",$877,746,745,0,21.30,1.45,66347.40,33856.88,1360
1077,21-Nov,6,14,355,355,10,343,1975,"$3,173",$86,"$2,006",$568,654,653,0,22.49,1.52,48792.67,22012.54,1124
1077,21-Nov,6,15,281,281,4,273,2136,"$2,321",$77,"$1,487",$444,547,546,0,20.71,1.47,41247.73,17758.91,911
1077,21-Nov,6,16,335,335,10,324,1535,"$3,129",$88,"$2,021",$552,553,552,0,22.06,1.55,45255.62,17054.34,1032
1077,21-Nov,6,17,650,650,8,622,2003,"$7,425",$140,"$4,742","$1,273",662,660,0,24.51,1.61,65712.75,31616.56,1385
1077,21-Nov,6,18,740,738,22,704,1896,"$8,021",$139,"$5,114","$1,432",830,828,0,24.66,1.52,76828.75,46873.27,1463
1077,21-Nov,6,19,491,490,13,473,1470,"$4,873",$133,"$3,147",$935,810,808,0,22.95,1.57,71611.83,34648.82,1442
1077,21-Nov,6,20,364,363,4,348,1209,"$3,333",$96,"$2,111",$589,727,725,0,22.61,1.55,53882.47,22282.92,1235
1077,21-Nov,6,21,323,322,9,303,1139,"$2,828",$83,"$1,775",$511,540,538,0,22.23,1.48,40831.48,17791.03,959
1077,21-Nov,6,22,295,293,4,287,977,"$2,647",$103,"$1,619",$464,367,366,0,22.69,1.53,35042.33,15224.64,773
1077,21-Nov,6,23,210,210,3,205,867,"$1,813",$71,"$1,072",$366,240,239,0,23.86,1.62,28195.40,11695.16,641
294,8-Nov,7,0,229,228,1,223,1079,"$2,288",$78,"$1,305",$565,187,187,0,27.22,1.73,85068.63,42125.62,1973
294,8-Nov,7,1,150,148,0,143,843,"$1,452",$55,$826,$376,122,122,0,27.21,1.68,55114.33,25512.36,1323
294,8-Nov,7,2,82,82,2,80,596,$902,$39,$523,$234,69,69,0,28.96,1.67,34927.04,15267.94,854
294,8-Nov,7,3,48,47,1,47,387,$509,$17,$295,$153,43,43,0,25.42,1.88,22374.16,8452.76,565
294,8-Nov,7,4,21,21,0,21,305,$206,$10,$115,$75,22,22,0,24.38,2.09,15426.23,4858.85,384
294,8-Nov,7,5,33,33,0,33,240,$304,$15,$168,$111,11,11,0,21.91,2.00,16564.68,4452.40,442
294,8-Nov,7,6,36,36,1,36,257,$371,$17,$216,$89,20,20,0,21.94,1.65,25628.29,7767.18,758
294,8-Nov,7,7,140,140,1,139,499,"$1,284",$52,$789,$326,94,94,0,20.86,1.27,55889.04,23010.62,1404
294,8-Nov,7,8,262,260,1,257,822,"$2,853",$83,"$1,851",$611,150,150,0,23.52,1.18,96981.47,47973.62,2182
294,8-Nov,7,9,457,457,1,451,1182,"$4,635",$122,"$2,961","$1,021",194,194,0,24.37,1.22,135937.49,77314.14,2937
294,8-Nov,7,10,553,552,3,531,2411,"$5,879",$130,"$3,693","$1,177",219,219,0,26.98,1.30,172416.88,87863.67,3944
294,8-Nov,7,11,1140,1139,11,1074,11722,"$15,410",$175,"$10,071","$2,880",375,375,0,27.43,1.42,268790.86,170207.25,5606
294,8-Nov,7,12,1241,1239,21,1203,3801,"$15,584",$201,"$10,033","$3,104",793,793,0,25.76,1.40,332307.17,252234.42,6252
294,8-Nov,7,13,932,931,9,896,3933,"$10,964",$186,"$6,972","$2,148",831,831,0,24.08,1.39,311052.90,194610.87,6170
294,8-Nov,7,14,663,661,13,637,2595,"$7,515",$151,"$4,862","$1,389",781,781,0,23.57,1.48,218388.47,136271.41,5182
294,8-Nov,7,15,499,497,9,475,2098,"$5,650",$145,"$3,636","$1,041",640,640,0,24.47,1.44,178409.93,112406.38,3980
294,8-Nov,7,16,640,640,8,610,3802,"$8,713",$160,"$5,734","$1,485",631,631,0,27.73,1.49,180283.61,114950.82,4344
294,8-Nov,7,17,1415,1414,18,1343,3704,"$21,536",$202,"$14,149","$4,104",696,696,0,31.36,1.50,307209.92,228953.77,6431
294,8-Nov,7,18,1687,1684,28,1615,3730,"$23,024",$190,"$14,738","$4,593",836,836,0,31.92,1.41,359832.91,332173.43,6767
294,8-Nov,7,19,1104,1102,18,1061,2780,"$13,228",$169,"$8,409","$3,144",836,836,0,26.84,1.49,343733.65,285615.01,6659
294,8-Nov,7,20,693,691,7,667,3039,"$7,889",$167,"$5,024","$1,770",798,798,0,24.47,1.42,240260.31,147133.78,5583
294,8-Nov,7,21,500,496,8,475,1866,"$4,835",$120,"$2,967","$1,043",588,588,0,23.79,1.50,143233.30,95994.47,3703
294,8-Nov,7,22,381,379,8,362,1444,"$3,448",$112,"$2,073",$805,357,357,0,23.17,1.48,100840.99,72406.38,2385
294,8-Nov,7,23,302,302,4,298,1209,"$2,806",$97,"$1,633",$724,240,240,0,23.14,1.64,77634.42,52896.48,1834
294,9-Nov,1,0,191,191,1,189,905,"$1,772",$57,"$1,023",$459,154,154,0,23.68,1.61,55694.29,34217.39,1311
294,9-Nov,1,1,112,111,1,106,753,"$1,134",$45,$669,$281,97,97,0,23.76,1.78,36393.10,20809.55,868
294,9-Nov,1,2,58,57,0,56,504,$636,$18,$389,$178,56,56,0,25.43,1.68,24498.68,11575.50,597
294,9-Nov,1,3,30,29,0,28,365,$247,$16,$146,$91,33,33,0,24.14,1.82,16079.66,6779.40,414
294,9-Nov,1,4,5,5,0,5,228,$64,$2,$37,$16,16,16,0,25.00,2.61,12041.61,4233.32,334
294,9-Nov,1,5,16,16,0,15,213,$129,$5,$70,$56,7,7,0,28.81,1.88,14413.22,3729.77,390
294,9-Nov,1,6,47,45,0,44,273,$338,$11,$211,$115,18,18,0,23.21,1.43,24197.76,10073.80,687
294,9-Nov,1,7,90,90,0,89,416,$745,$26,$462,$205,100,100,0,20.62,1.21,47907.87,19013.80,1261
294,9-Nov,1,8,159,159,1,158,645,"$1,321",$50,$793,$374,153,153,0,21.59,1.30,79359.48,31873.50,1838
294,9-Nov,1,9,190,190,4,188,821,"$1,553",$70,$945,$437,191,191,0,20.13,1.31,105684.86,40044.53,2380
294,9-Nov,1,10,240,240,2,237,1797,"$2,252",$98,"$1,374",$522,217,217,0,21.77,1.35,150194.50,43307.56,3536
294,9-Nov,1,11,808,806,7,780,3008,"$9,483",$156,"$5,908","$2,025",380,380,0,24.13,1.45,249552.39,145525.67,5184
294,9-Nov,1,12,758,757,7,734,4444,"$7,999",$166,"$4,961","$1,753",822,821,0,22.02,1.41,303441.90,186914.94,5663
294,9-Nov,1,13,509,507,3,490,2832,"$5,149",$171,"$3,186","$1,171",859,858,0,21.25,1.38,267995.06,113341.39,5506
294,9-Nov,1,14,343,343,3,329,2508,"$3,694",$89,"$2,314",$753,771,771,0,59.10,1.56,176068.45,81817.28,4446
294,9-Nov,1,15,297,297,6,284,1684,"$3,187",$86,"$2,010",$628,638,638,0,22.43,1.47,153590.57,63054.46,3513
294,9-Nov,1,16,372,372,6,360,2251,"$4,227",$133,"$2,660",$808,637,637,0,23.30,1.52,166967.81,72137.27,3960
294,9-Nov,1,17,923,922,8,879,11129,"$11,989",$159,"$7,707","$1,950",727,727,0,25.63,1.49,251973.19,150239.68,5615
294,9-Nov,1,18,981,980,9,938,3534,"$11,832",$167,"$7,373","$2,050",893,893,0,25.57,1.48,329013.50,222498.96,6532
294,9-Nov,1,19,851,850,2,815,2618,"$9,730",$171,"$6,124","$1,784",899,899,0,24.20,1.41,319862.10,181686.81,6497
294,9-Nov,1,20,492,490,3,472,2660,"$5,180",$123,"$3,222","$1,043",836,836,0,24.13,1.49,241458.44,113148.05,5483
294,9-Nov,1,21,405,405,5,394,2336,"$4,070",$106,"$2,505",$842,600,600,0,34.26,1.40,174515.33,75734.35,4156
294,9-Nov,1,22,319,319,3,314,1450,"$2,870",$81,"$1,696",$695,368,368,0,22.04,1.56,133478.25,58498.26,3145
294,9-Nov,1,23,271,269,4,261,1230,"$2,591",$89,"$1,523",$661,251,251,0,21.24,1.54,101564.82,44417.61,2392
294,10-Nov,2,0,167,167,1,165,1020,"$1,651",$79,$943,$416,166,166,0,25.77,1.59,69126.86,29604.45,1645
294,10-Nov,2,1,93,93,2,91,785,$918,$32,$529,$247,102,102,0,22.83,1.87,45247.51,18587.88,1093
294,10-Nov,2,2,64,64,1,63,611,$574,$26,$327,$196,55,55,0,27.58,1.78,28957.38,11275.31,727
294,10-Nov,2,3,29,29,0,29,428,$291,$29,$162,$96,33,33,0,36.62,2.09,16761.14,5917.53,447
294,10-Nov,2,4,22,22,0,22,292,$200,$15,$113,$75,18,18,0,20.77,1.84,10074.03,4190.97,274
294,10-Nov,2,5,25,25,0,25,269,$223,$8,$122,$91,12,12,0,24.04,2.26,12597.37,4849.01,360
294,10-Nov,2,6,68,68,2,67,345,$561,$23,$328,$156,26,26,0,21.96,1.19,22509.43,10966.16,682
294,10-Nov,2,7,97,97,0,97,434,$851,$34,$535,$221,114,114,0,21.34,1.16,49142.59,20929.62,1270
294,10-Nov,2,8,177,177,1,177,671,"$1,453",$65,$876,$401,170,170,0,19.72,1.19,82525.04,34615.96,1898
294,10-Nov,2,9,227,227,1,227,864,"$1,949",$63,"$1,206",$525,214,214,0,20.87,1.25,112875.47,43400.10,2518
294,10-Nov,2,10,239,239,3,231,1235,"$2,225",$94,"$1,380",$536,244,244,0,20.67,1.49,160111.85,45868.48,3802
294,10-Nov,2,11,761,758,5,727,2158,"$9,111",$174,"$5,708","$1,896",407,407,0,24.29,1.46,266596.48,150157.34,5685
294,10-Nov,2,12,722,721,9,703,1954,"$7,491",$137,"$4,633","$1,674",897,896,0,22.21,1.39,325259.78,189063.61,6090
294,10-Nov,2,13,480,478,4,468,1521,"$4,684",$145,"$2,924","$1,111",927,927,0,20.85,1.39,283954.68,113112.72,5911
294,10-Nov,2,14,348,348,4,336,1177,"$3,576",$114,"$2,217",$729,815,815,0,21.70,1.50,188362.25,81034.39,4729
294,10-Nov,2,15,280,279,6,265,1153,"$3,110",$99,"$1,994",$600,668,668,0,22.34,1.45,162890.36,64519.06,3730
294,10-Nov,2,16,412,412,3,400,1392,"$4,694",$138,"$3,007",$870,677,677,0,22.97,1.50,173044.07,73989.88,4105
294,10-Nov,2,17,780,779,4,753,2117,"$9,884",$156,"$6,317","$1,634",773,773,0,25.04,1.48,256933.83,148318.44,5794
294,10-Nov,2,18,933,930,6,904,2151,"$11,552",$168,"$7,305","$1,942",976,976,0,24.99,1.45,337587.03,224900.18,6693
294,10-Nov,2,19,808,808,4,775,1828,"$9,237",$155,"$5,864","$1,685",979,979,0,24.56,1.46,334711.20,184842.33,6747
294,10-Nov,2,20,522,522,2,503,1457,"$5,689",$125,"$3,593","$1,101",906,906,0,25.89,1.46,261382.70,117304.18,5823
294,10-Nov,2,21,384,382,2,363,1287,"$3,808",$90,"$2,346",$801,649,649,0,29.65,1.48,195902.61,67863.83,4536
294,10-Nov,2,22,327,327,3,319,1190,"$3,074",$102,"$1,784",$711,406,406,0,28.66,1.55,153024.97,62831.96,3522
294,10-Nov,2,23,283,283,0,271,1045,"$2,621",$98,"$1,508",$696,277,277,0,21.10,1.62,119763.01,49039.08,2751
294,11-Nov,3,0,166,165,1,161,789,"$1,513",$62,$864,$403,185,185,0,22.61,1.58,80260.24,29833.85,1910
294,11-Nov,3,1,123,122,1,118,659,"$1,077",$50,$604,$323,119,119,0,29.27,1.78,50162.66,19097.39,1216
294,11-Nov,3,2,60,60,1,60,499,$589,$28,$332,$192,67,67,0,24.48,1.80,32586.50,10952.49,784
294,11-Nov,3,3,30,30,0,30,329,$236,$15,$131,$90,40,40,0,21.50,1.70,21624.94,7153.24,541
294,11-Nov,3,4,11,11,0,11,260,$97,$0,$54,$38,22,22,0,20.91,1.98,15296.17,4093.19,391
294,11-Nov,3,5,26,26,0,26,218,$236,$19,$134,$89,15,15,0,19.35,1.93,17096.73,3681.96,432
294,11-Nov,3,6,67,67,1,66,314,$550,$26,$314,$153,26,26,0,21.19,1.28,26424.63,10912.93,775
294,11-Nov,3,7,94,94,2,94,403,$753,$30,$457,$218,121,121,0,21.76,1.23,52964.60,20226.62,1397
294,11-Nov,3,8,167,167,1,163,616,"$1,367",$38,$824,$384,182,182,0,20.02,1.17,89305.78,33942.91,2054
294,11-Nov,3,9,196,195,1,193,765,"$1,626",$44,"$1,022",$449,226,226,0,20.90,1.28,119856.51,42865.00,2723
294,11-Nov,3,10,248,248,4,238,1219,"$2,524",$112,"$1,592",$555,261,261,0,21.62,1.37,170451.26,45547.03,3950
294,11-Nov,3,11,758,755,5,727,3218,"$9,352",$170,"$5,879","$1,900",428,428,0,24.49,1.43,270564.46,153423.76,5571
294,11-Nov,3,12,769,767,5,735,3297,"$8,050",$155,"$5,021","$1,802",921,921,0,22.35,1.42,320781.44,194362.88,6001
294,11-Nov,3,13,502,501,3,481,3035,"$5,268",$160,"$3,305","$1,167",958,958,0,21.53,1.45,285606.10,116948.44,5800
294,11-Nov,3,14,362,362,3,353,1686,"$3,725",$106,"$2,320",$755,839,839,0,22.30,1.37,196922.10,84370.91,4831
294,11-Nov,3,15,303,303,4,295,1481,"$3,109",$88,"$1,997",$632,679,679,0,22.25,1.36,170866.79,68014.25,3811
294,11-Nov,3,16,385,384,3,372,1611,"$4,363",$124,"$2,796",$810,676,676,0,23.51,1.45,180543.20,71785.41,4163
294,11-Nov,3,17,807,805,8,771,2285,"$10,757",$172,"$6,967","$1,732",778,778,0,25.99,1.50,253543.25,144040.98,5660
294,11-Nov,3,18,993,993,8,952,2476,"$12,245",$164,"$7,725","$2,049",977,977,0,25.95,1.45,319510.57,230644.84,6386
294,11-Nov,3,19,832,829,5,799,2140,"$9,541",$143,"$6,018","$1,738",997,997,0,24.39,1.48,307725.25,196895.65,6279
294,11-Nov,3,20,570,569,4,546,1657,"$6,416",$119,"$4,138","$1,216",919,919,0,24.84,1.49,235977.99,121182.29,5271
294,11-Nov,3,21,411,411,0,393,1420,"$4,243",$120,"$2,663",$867,666,666,0,25.56,1.44,177569.80,80183.35,4106
294,11-Nov,3,22,323,322,2,316,1251,"$3,150",$97,"$1,882",$702,411,411,0,22.52,1.48,138802.59,61183.55,3195
294,11-Nov,3,23,253,253,3,245,1081,"$2,455",$85,"$1,424",$609,287,287,0,27.66,1.56,105641.74,44253.32,2459
294,12-Nov,4,0,207,207,3,201,842,"$2,005",$57,"$1,147",$506,190,190,0,22.14,1.51,73127.52,30056.42,1716
294,12-Nov,4,1,99,98,0,96,674,$874,$27,$504,$262,112,112,0,31.65,1.77,46838.97,19263.22,1117
294,12-Nov,4,2,67,67,1,65,509,$671,$27,$375,$211,59,59,0,24.61,1.76,31488.28,11766.83,755
294,12-Nov,4,3,18,18,1,18,373,$149,$8,$84,$57,36,36,0,16.89,2.10,20179.36,6417.07,498
294,12-Nov,4,4,21,21,0,21,263,$179,$10,$100,$76,23,23,0,22.86,2.02,14771.25,3897.69,364
294,12-Nov,4,5,16,16,1,14,211,$124,$10,$67,$56,15,15,0,21.31,2.05,14934.09,3571.57,413
294,12-Nov,4,6,47,47,1,47,262,$390,$23,$226,$126,28,28,0,22.26,1.35,22884.37,9977.24,636
294,12-Nov,4,7,93,93,1,92,498,$737,$29,$445,$243,121,121,0,22.40,1.27,45816.63,20429.42,1216
294,12-Nov,4,8,158,158,1,156,689,"$1,253",$33,$757,$397,189,189,0,20.07,1.06,76385.42,34426.75,1797
294,12-Nov,4,9,219,219,5,217,827,"$1,982",$54,"$1,234",$550,232,232,0,20.05,1.20,103395.09,43842.19,2424
294,12-Nov,4,10,209,207,3,203,1171,"$1,750",$81,"$1,058",$516,263,263,0,20.27,1.34,149528.42,44033.40,3685
294,12-Nov,4,11,825,823,14,804,2261,"$10,394",$172,"$6,576","$2,498",439,439,0,23.18,1.34,274409.02,150484.27,5761
294,12-Nov,4,12,705,704,4,692,1851,"$7,044",$153,"$4,308","$2,035",944,944,0,21.07,1.38,332620.11,190745.05,6233
294,12-Nov,4,13,472,472,8,463,1490,"$4,739",$159,"$2,966","$1,330",966,966,0,20.74,1.30,290271.15,116493.96,5985
294,12-Nov,4,14,346,346,6,337,1229,"$3,580",$96,"$2,250",$821,840,840,0,21.90,1.39,163608.12,85606.66,4606
294,12-Nov,4,15,317,317,1,302,1159,"$3,332",$97,"$2,051",$751,693,693,0,22.53,1.42,132732.98,69917.70,3162
294,12-Nov,4,16,414,414,5,395,1584,"$5,353",$129,"$3,485",$990,679,679,0,24.77,1.43,132210.12,79116.10,3444
294,12-Nov,4,17,972,971,12,932,2303,"$12,357",$159,"$7,896","$2,550",797,797,0,26.63,1.49,238683.77,170704.13,5522
294,12-Nov,4,18,1081,1079,15,1029,2444,"$13,163",$170,"$8,231","$2,805",998,998,0,26.01,1.43,328027.39,255943.85,6514
294,12-Nov,4,19,823,822,5,793,2024,"$9,647",$164,"$6,035","$2,167",1009,1009,0,24.65,1.47,323231.38,219066.09,6609
294,12-Nov,4,20,641,640,5,611,1660,"$7,059",$133,"$4,462","$1,638",936,936,0,23.80,1.45,209709.85,139802.24,5177
294,12-Nov,4,21,475,475,8,459,1386,"$4,715",$110,"$2,888","$1,115",666,666,0,23.31,1.40,136907.41,101375.63,3390
294,12-Nov,4,22,399,397,7,386,1334,"$3,763",$101,"$2,241",$960,412,412,0,22.06,1.51,106282.86,72206.44,2554
294,12-Nov,4,23,309,309,1,297,1084,"$2,973",$80,"$1,725",$751,290,290,0,26.04,1.58,77978.63,52448.30,1896
294,13-Nov,5,0,199,198,0,194,857,"$1,976",$74,"$1,150",$520,194,194,0,24.71,1.58,49739.71,35268.90,1234
294,13-Nov,5,1,114,113,1,108,666,"$1,065",$40,$619,$303,115,115,0,27.68,1.73,33103.80,23182.72,805
294,13-Nov,5,2,58,58,1,58,518,$566,$22,$325,$182,62,62,0,39.64,1.83,23903.00,12072.12,596
294,13-Nov,5,3,32,32,0,31,315,$273,$14,$152,$103,42,42,0,21.38,1.80,16208.73,7171.05,401
294,13-Nov,5,4,24,24,0,23,271,$213,$10,$119,$86,21,21,0,40.38,2.04,11972.10,4834.51,319
